h3_id,station_count,lat,lon
89194ad361bffff,1,51.532661,-0.099981
89194ad3623ffff,2,51.5223505,-0.0947045
89194ad3627ffff,2,51.520450999999994,-0.09103149999999999
89194ad362bffff,1,51.522853,-0.099994
89194ad362fffff,1,51.520841,-0.09734
89194ad3633ffff,1,51.525893,-0.090847
89194ad363bffff,2,51.525437999999994,-0.09790299999999999
89194ad3643ffff,2,51.532492500000004,-0.1108475
89194ad3647ffff,2,51.529838999999996,-0.10818900000000001
89194ad364bffff,1,51.53136,-0.117069
89194ad3653ffff,2,51.534456,-0.10800850000000001
89194ad3657ffff,1,51.532199,-0.10548
89194ad365bffff,1,51.535467,-0.116191
89194ad3667ffff,1,51.52326,-0.104708
89194ad366fffff,2,51.5225905,-0.108673
89194ad3673ffff,2,51.5275385,-0.10451099999999999
89194ad3677ffff,1,51.526153,-0.102208
89194ad367bffff,2,51.5271425,-0.10866200000000001
89194ad3687ffff,1,51.534042,-0.086379
89194ad368fffff,1,51.53356,-0.09315
89194ad36a3ffff,1,51.528673,-0.087459
89194ad36a7ffff,1,51.524696,-0.084439
89194ad36afffff,2,51.52632,-0.088537
89194ad36b3ffff,1,51.53114,-0.086016
89194ad36b7ffff,1,51.529537,-0.083353
89194ad36bbffff,1,51.53089,-0.089782
89194ad36cfffff,1,51.536384,-0.102757
89194ada003ffff,1,51.487285,-0.217995
89194ada007ffff,1,51.486062,-0.214428
89194ada00bffff,1,51.488144,-0.222456
89194ada013ffff,2,51.490655000000004,-0.21578999999999998
89194ada02fffff,1,51.476885,-0.215895
89194ada033ffff,1,51.483217,-0.21186
89194ada037ffff,2,51.47998,-0.209229
89194ada03bffff,2,51.48315,-0.2178255
89194ada047ffff,1,51.488108,-0.226606
89194ada053ffff,1,51.492084,-0.229116
89194ada073ffff,2,51.4847375,-0.223734
89194ada087ffff,2,51.490948,-0.207575
89194ada08bffff,1,51.494347,-0.215804
89194ada09bffff,1,51.496927,-0.2135
89194ada0a3ffff,1,51.484386,-0.204815
89194ada0a7ffff,1,51.48357,-0.202038
89194ada0b3ffff,1,51.487244,-0.205279
89194ada0bbffff,1,51.489591,-0.209378
89194ada0c3ffff,1,51.496664,-0.223868
89194ada0c7ffff,1,51.493267,-0.21985
89194ada0cbffff,1,51.494499,-0.228188
89194ada0d3ffff,1,51.49968,-0.221791
89194ada103ffff,1,51.46904,-0.196274
89194ada107ffff,1,51.467064,-0.193502
89194ada10bffff,1,51.470131,-0.20464
89194ada10fffff,1,51.468418,-0.199135
89194ada113ffff,1,51.473763,-0.19701
89194ada11bffff,1,51.472817,-0.199783
89194ada127ffff,2,51.460518,-0.19095299999999998
89194ada12bffff,1,51.46067,-0.198735
89194ada147ffff,1,51.471079,-0.207842
89194ada14bffff,1,51.473036,-0.214749
89194ada14fffff,1,51.468814,-0.210279
89194ada153ffff,1,51.473471,-0.20782
89194ada167ffff,1,51.460951,-0.200667
89194ada16fffff,1,51.461999,-0.20624
89194ada17bffff,1,51.467601,-0.206827
89194ada18bffff,1,51.476259,-0.193254
89194ada18fffff,1,51.473611,-0.191803
89194ada193ffff,1,51.477276,-0.18921
89194ada197ffff,1,51.475142,-0.187278
89194ada1a3ffff,1,51.468819,-0.184318
89194ada1abffff,1,51.46822,-0.190346
89194ada1cfffff,2,51.475393499999996,-0.203922
89194ada3a3ffff,1,51.466907,-0.216573
89194ada3a7ffff,2,51.4639985,-0.215584
89194ada403ffff,2,51.506973,-0.2070105
89194ada40fffff,1,51.504199,-0.210941
89194ada413ffff,1,51.509591,-0.204666
89194ada41bffff,1,51.510101,-0.211358
89194ada42bffff,1,51.498157,-0.209494
89194ada42fffff,1,51.496712,-0.205284
89194ada433ffff,2,51.501531,-0.2017505
89194ada437ffff,1,51.499606,-0.197574
89194ada43bffff,1,51.501391,-0.205991
89194ada447ffff,2,51.506423,-0.21722049999999998
89194ada44bffff,1,51.509158,-0.224103
89194ada453ffff,1,51.511486,-0.21819
89194ada457ffff,1,51.509224,-0.216016
89194ada46bffff,1,51.500353,-0.217515
89194ada477ffff,1,51.500088,-0.211316
89194ada47bffff,2,51.50392,-0.21660400000000002
89194ada487ffff,2,51.51021849999999,-0.196973
89194ada48bffff,2,51.51188,-0.20373750000000002
89194ada497ffff,1,51.513735,-0.193487
89194ada49bffff,2,51.5153155,-0.20172299999999999
89194ada4a7ffff,2,51.502260500000006,-0.191479
89194ada4afffff,1,51.501945,-0.194392
89194ada4b3ffff,1,51.508605,-0.193764
89194ada4b7ffff,1,51.504723,-0.192538
89194ada4bbffff,1,51.506584,-0.199004
89194ada4c3ffff,1,51.51323,-0.211593
89194ada4cfffff,2,51.511914000000004,-0.214678
89194ada4d7ffff,1,51.515108,-0.208565
89194ada4dbffff,1,51.51687,-0.213872
89194ada503ffff,1,51.487958,-0.187404
89194ada50bffff,1,51.490163,-0.190393
89194ada513ffff,1,51.491615,-0.186753
89194ada523ffff,2,51.4813515,-0.1820635
89194ada527ffff,1,51.479573,-0.179038
89194ada52bffff,1,51.481765,-0.185273
89194ada52fffff,1,51.478169,-0.182435
89194ada533ffff,1,51.485587,-0.18119
89194ada553ffff,2,51.4935335,-0.19652150000000002
89194ada557ffff,2,51.491223000000005,-0.1942695
89194ada56bffff,1,51.483911,-0.197609
89194ada56fffff,2,51.4796975,-0.19494650000000002
89194ada583ffff,2,51.4947795,-0.1789045
89194ada587ffff,1,51.491211,-0.173715
89194ada58bffff,2,51.4947735,-0.183983
89194ada58fffff,2,51.49171200000001,-0.1798115
89194ada597ffff,4,51.49568125,-0.17359375
89194ada59bffff,2,51.497192999999996,-0.1835615
89194ada5abffff,1,51.487196,-0.179369
89194ada5afffff,1,51.485121,-0.174971
89194ada5b7ffff,1,51.486892,-0.170983
89194ada5bbffff,1,51.48902,-0.17524
89194ada5c3ffff,2,51.4961735,-0.1921685
89194ada5cbffff,1,51.497387,-0.197245
89194ada5cfffff,1,51.493631,-0.190603
89194ada5dbffff,2,51.500399,-0.19426149999999998
89194ada62fffff,1,51.494223,-0.236769
89194ada6b3ffff,1,51.506093,-0.224223
89194ada6b7ffff,1,51.501594,-0.222293
89194adac4bffff,1,51.454752,-0.195197
89194adac5bffff,1,51.457529,-0.192165
89194adac8bffff,1,51.45787,-0.174691
89194adac93ffff,1,51.462392,-0.168292
89194adacc3ffff,1,51.459225,-0.180884
89194adaccbffff,1,51.460864,-0.187427
89194adaccfffff,1,51.457991,-0.184806
89194adacd3ffff,2,51.4627095,-0.18145850000000002
89194adae83ffff,2,51.456939500000004,-0.201804
89194adaec3ffff,1,51.459715,-0.212145
89194adaed3ffff,2,51.461552,-0.2120375
89194adaedbffff,2,51.4611635,-0.21633550000000001
89194e6980fffff,1,51.548731,-0.022606
89194e6982bffff,1,51.544909,-0.020542
89194e69833ffff,1,51.546805,-0.014691
89194e6983bffff,1,51.546532,-0.020597
89194e698abffff,1,51.549369,-0.015717
89194e69953ffff,1,51.538718,-0.011889
89194e6996bffff,1,51.528828,-0.013258
89194e699c3ffff,1,51.541793,-0.00481
89194e699dbffff,1,51.546326,-0.009935
89194e69a67ffff,1,51.54119,-0.058826
89194e69b03ffff,1,51.532513,-0.033085
89194e69b0bffff,1,51.534137,-0.037366
89194e69b13ffff,1,51.535179,-0.03338
89194e69b17ffff,1,51.533283,-0.028155
89194e69b2bffff,2,51.525721000000004,-0.034142
89194e69b2fffff,1,51.523538,-0.030556
89194e69b33ffff,2,51.528014999999996,-0.0275985
89194e69b37ffff,1,51.527058,-0.025296
89194e69b4fffff,2,51.5322685,-0.048804
89194e69b6bffff,1,51.526041,-0.047218
89194e69b77ffff,1,51.528224,-0.037471
89194e69b7bffff,1,51.530326,-0.042744
89194e69b8fffff,1,51.536039,-0.026262
89194e69b97ffff,1,51.540311,-0.02163
89194e69b9bffff,1,51.542118,-0.028941
89194e69ba7ffff,1,51.528169,-0.018703
89194e69babffff,1,51.530535,-0.025492
89194e69bc3ffff,1,51.541515,-0.038557
89195da4807ffff,1,51.524517,-0.158963
89195da480fffff,2,51.524806,-0.16598600000000002
89195da481bffff,1,51.530529,-0.167515
89195da4823ffff,1,51.52026,-0.157183
89195da4827ffff,3,51.516932999999995,-0.15596
89195da482bffff,2,51.5192105,-0.163638
89195da4837ffff,2,51.519748,-0.1554335
89195da483bffff,2,51.5225535,-0.1617055
89195da4847ffff,2,51.526871,-0.1734215
89195da4853ffff,1,51.533043,-0.172528
89195da4857ffff,1,51.529121,-0.171185
89195da485bffff,1,51.530889,-0.17677
89195da4863ffff,1,51.522892,-0.171681
89195da4867ffff,1,51.519968,-0.169774
89195da486bffff,1,51.520205,-0.174593
89195da486fffff,1,51.518268,-0.171103
89195da4877ffff,1,51.522029,-0.165842
89195da487bffff,2,51.5240895,-0.17569200000000001
89195da489bffff,1,51.535836,-0.156285
89195da48abffff,1,51.525367,-0.153463
89195da48afffff,2,51.5222445,-0.153133
89195da48c3ffff,1,51.5343,-0.168074
89195da48cfffff,1,51.53256,-0.16862
89195da48d7ffff,1,51.535892,-0.160854
89195da4903ffff,3,51.51046333333333,-0.143335
89195da490bffff,1,51.509351,-0.147449
89195da490fffff,3,51.507002666666665,-0.14485833333333334
89195da4913ffff,1,51.51196,-0.142783
89195da4917ffff,1,51.510048,-0.138846
89195da4927ffff,1,51.498865,-0.137424
89195da4943ffff,1,51.512911,-0.153645
89195da4947ffff,1,51.50923,-0.151289
89195da494bffff,1,51.512276,-0.157436
89195da494fffff,2,51.5100735,-0.156516
89195da4957ffff,2,51.5115445,-0.1508035
89195da495bffff,1,51.514577,-0.158264
89195da4963ffff,2,51.504083,-0.15019300000000002
89195da496bffff,2,51.502937,-0.15443449999999997
89195da496fffff,1,51.501352,-0.153194
89195da4973ffff,1,51.506864,-0.150666
89195da4983ffff,1,51.515631,-0.132328
89195da4987ffff,3,51.51304833333334,-0.13150799999999999
89195da498fffff,2,51.512790499999994,-0.1363115
89195da4993ffff,2,51.518395999999996,-0.13385049999999998
89195da4997ffff,1,51.516118,-0.128585
89195da499bffff,1,51.517344,-0.138072
89195da49a3ffff,3,51.50761633333334,-0.1314776666666667
89195da49abffff,1,51.507424,-0.134621
89195da49b3ffff,1,51.509087,-0.129697
89195da49b7ffff,1,51.508103,-0.126021
89195da49bbffff,1,51.509639,-0.13151
89195da49c7ffff,1,51.514499,-0.141423
89195da49cbffff,1,51.516814,-0.151926
89195da49cfffff,3,51.514724,-0.14753633333333332
89195da49d3ffff,1,51.520715,-0.145211
89195da49d7ffff,1,51.518117,-0.144228
89195da49dbffff,1,51.519167,-0.147983
89195da4a07ffff,1,51.522168,-0.192814
89195da4a0bffff,1,51.524309,-0.201234
89195da4a27ffff,2,51.5158445,-0.188605
89195da4a37ffff,1,51.517919,-0.188098
89195da4a63ffff,1,51.519042,-0.204764
89195da4a67ffff,1,51.51787,-0.201005
89195da4a6bffff,1,51.5212,-0.208888
89195da4a77ffff,1,51.520509,-0.200804
89195da4a87ffff,1,51.529857,-0.183486
89195da4aa3ffff,1,51.523344,-0.183846
89195da4ab3ffff,1,51.525575,-0.179592
89195da4b07ffff,2,51.5057325,-0.1716695
89195da4b13ffff,1,51.511933,-0.174411
89195da4b1bffff,1,51.511654,-0.179668
89195da4b27ffff,1,51.497056,-0.168917
89195da4b2bffff,2,51.4998615,-0.1754845
89195da4b43ffff,2,51.510109,-0.187622
89195da4b5bffff,2,51.512964499999995,-0.19115549999999998
89195da4b63ffff,1,51.502042,-0.1844
89195da4b67ffff,2,51.500227,-0.179974
89195da4b6bffff,1,51.501737,-0.18498
89195da4b77ffff,2,51.5015735,-0.179255
89195da4b83ffff,1,51.514746,-0.165164
89195da4b93ffff,2,51.5169445,-0.1643
89195da4b9bffff,1,51.515953,-0.169249
89195da4ba7ffff,1,51.502953,-0.158456
89195da4bc3ffff,1,51.516417,-0.179135
89195da4bcbffff,2,51.5163535,-0.183444
89195da4bcfffff,1,51.51348,-0.17977
89195da4bd3ffff,1,51.518623,-0.176603
89195da4bd7ffff,2,51.516226,-0.174761
89195da4bdbffff,1,51.517932,-0.183716
89195da4c23ffff,1,51.537349,-0.147154
89195da4c27ffff,1,51.537706,-0.144801
89195da4c2fffff,1,51.536922,-0.150181
89195da4c33ffff,2,51.541047500000005,-0.1453195
89195da4c37ffff,1,51.539099,-0.141728
89195da4cafffff,2,51.541305,-0.1410565
89195da4d03ffff,1,51.528833,-0.13225
89195da4d07ffff,1,51.526357,-0.125979
89195da4d0bffff,1,51.527326,-0.136052
89195da4d0fffff,4,51.526298,-0.13198325
89195da4d17ffff,1,51.5293,-0.128279
89195da4d27ffff,2,51.51825,-0.1239335
89195da4d2bffff,2,51.520626,-0.1312855
89195da4d2fffff,1,51.517727,-0.127854
89195da4d33ffff,2,51.523709,-0.125265
89195da4d3bffff,1,51.523673,-0.128377
89195da4d4fffff,1,51.528302,-0.144466
89195da4d53ffff,1,51.533019,-0.139174
89195da4d63ffff,1,51.524438,-0.138019
89195da4d67ffff,2,51.519722,-0.135908
89195da4d6bffff,1,51.523518,-0.143613
89195da4d6fffff,3,51.520142666666665,-0.14027599999999998
89195da4d73ffff,2,51.5253845,-0.13670949999999998
89195da4d7bffff,1,51.525595,-0.144083
89195da4d83ffff,2,51.5345705,-0.1236405
89195da4d87ffff,1,51.531066,-0.11934
89195da4d8bffff,1,51.534123,-0.129386
89195da4d97ffff,1,51.5338,-0.118677
89195da4d9bffff,1,51.53724,-0.124807
89195da4da3ffff,1,51.52728,-0.118295
89195da4da7ffff,1,51.524564,-0.116279
89195da4dabffff,1,51.52625,-0.123509
89195da4dafffff,2,51.52364849999999,-0.121352
89195da4db3ffff,1,51.528915,-0.11548
89195da4db7ffff,1,51.526599,-0.112432
89195da4dbbffff,4,51.52948825,-0.1216935
89195da4dc3ffff,1,51.536264,-0.133952
89195da4dcfffff,1,51.533005,-0.136792
89195da4dd7ffff,1,51.53792,-0.130529
89195da4ddbffff,1,51.538792,-0.138535
89195da5927ffff,1,51.512981,-0.219486
89195da592fffff,1,51.514767,-0.225787
89195da6b27ffff,1,51.536392,-0.112721
89195da6b63ffff,1,51.541596,-0.125441
